fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,alkalinity,e330.level,effervescence.index,consumable,quality
7.8,0.28,0.31,2.1,0.046,28,208,0.99434,3.23,0.64,9.8,47.7,0.31,2727.757661,4,0
6.9,0.32,0.27,16,0.034,58,185,0.99938,3.34,0.6,9,46.6,0.27,10584.68425,4,1
6.8,0.11,0.42,1.1,0.042,51,132,0.99059,3.18,0.74,11.3,48.2,0.42,14839.61159,4,1
6.2,0.26,0.32,15.3,0.031,64,185,0.99835,3.31,0.61,9.4,46.9,0.32,6987.230626,4,0
6.4,0.22,0.34,1.4,0.023,56,115,0.98958,3.18,0.7,11.7,48.2,0.34,11244.09851,4,1
6.7,0.3,0.29,2.8,0.025,37,107,0.99159,3.31,0.63,11.3,46.9,0.29,8604.999157,4,1
6.7,0.3,0.29,2.8,0.025,37,107,0.99159,3.31,0.63,11.3,46.9,0.29,13046.72987,4,1
7.1,0.2,0.3,0.9,0.019,4,28,0.98931,3.2,0.36,12,48,0.3,9544.60449,4,1
7.2,0.2,0.36,2.5,0.028,22,157,0.9938,3.48,0.49,10.6,45.2,0.36,10661.69548,4,1
8.9,0.26,0.33,8.1,0.024,47,202,0.99558,3.13,0.46,10.8,48.7,0.33,7976.771213,4,1
7.5,0.25,0.32,8.2,0.024,53,209,0.99563,3.12,0.46,10.8,48.8,0.32,6209.190487,4,1
7.1,0.2,0.3,0.9,0.019,4,28,0.98931,3.2,0.36,12,48,0.3,915.7530537,4,1
6.3,0.27,0.46,11.1,0.053,44,177,0.99691,3.18,0.67,9.4,48.2,0.46,11029.46959,4,0
6.5,0.3,0.39,7.8,0.038,61,219,0.9959,3.19,0.5,9.4,48.1,0.39,12117.72871,4,0
6.7,0.3,0.29,2.8,0.025,37,107,0.99159,3.31,0.63,11.3,46.9,0.29,3548.351742,4,1
6.6,0.36,0.52,10.1,0.05,29,140,0.99628,3.07,0.4,9.4,49.3,0.52,11119.32523,4,0
6.15,0.21,0.37,3.2,0.021,20,80,0.99076,3.39,0.47,12,46.1,0.37,6367.481008,4,0
6.5,0.18,0.41,14.2,0.039,47,129,0.99678,3.28,0.72,10.3,47.2,0.41,8284.481737,4,1
6.5,0.18,0.41,14.2,0.039,47,129,0.99678,3.28,0.72,10.3,47.2,0.41,13860.47026,4,1
6.5,0.18,0.41,14.2,0.039,47,129,0.99678,3.28,0.72,10.3,47.2,0.41,12562.40776,4,1
6.6,0.26,0.21,2.9,0.026,48,126,0.99089,3.22,0.38,11.3,47.8,0.21,10618.84315,4,1
6.6,0.35,0.35,6,0.063,31,150,0.99537,3.1,0.47,9.4,49,0.35,10984.35561,4,1
6.5,0.28,0.28,20.4,0.041,40,144,1.0002,3.14,0.38,8.7,48.6,0.28,12117.05444,4,0
6.6,0.36,0.52,10.1,0.05,29,140,0.99628,3.07,0.4,9.4,49.3,0.52,1542.109241,4,0
6.6,0.26,0.21,2.9,0.026,48,126,0.99089,3.22,0.38,11.3,47.8,0.21,13433.32706,4,1
6.5,0.18,0.41,14.2,0.039,47,129,0.99678,3.28,0.72,10.3,47.2,0.41,11843.17733,4,1
6.15,0.21,0.37,3.2,0.021,20,80,0.99076,3.39,0.47,12,46.1,0.37,1173.92984,4,0
4.5,0.19,0.21,0.95,0.033,89,159,0.99332,3.34,0.42,8,46.6,0.21,14470.22977,4,0
8,0.24,0.26,1.7,0.033,36,136,0.99316,3.44,0.51,10.4,45.6,0.26,2976.106411,4,1
7.8,0.17,0.23,1.7,0.029,39,128,0.99272,3.37,0.41,10.7,46.3,0.23,6475.731488,4,1
7,0.24,0.24,9,0.03,42,219,0.99636,3.47,0.46,10.2,45.3,0.24,10604.24858,4,1
5.8,0.6,0,1.3,0.044,72,197,0.99202,3.56,0.43,10.9,44.4,0,9404.362691,4,0
5.9,0.445,0.26,1.4,0.027,23,109,0.99148,3.3,0.36,10.5,47,0.26,10372.0892,4,1
6.7,0.28,0.28,2.4,0.012,36,100,0.99064,3.26,0.39,11.7,47.4,0.28,5189.795659,4,1
6.8,0.44,0.2,16,0.065,61,186,0.99884,3.13,0.45,8.6,48.7,0.2,2009.536192,4,0
7.2,0.24,0.27,11.4,0.034,40,174,0.99773,3.2,0.44,9,48,0.27,6549.820197,4,0
8.7,0.31,0.73,14.35,0.044,27,191,1.00013,2.96,0.88,8.7,50.4,0.73,11407.01829,4,0
8.2,0.32,0.26,2.1,0.062,26,87,0.98974,3.1,0.47,12.8,49,0.26,2982.57806,4,1
7.2,0.24,0.27,11.4,0.034,40,174,0.99773,3.2,0.44,9,48,0.27,8595.488317,4,0
8.7,0.31,0.73,14.35,0.044,27,191,1.00013,2.96,0.88,8.7,50.4,0.73,4321.594848,4,0
7.5,0.13,0.38,1.1,0.023,42,104,0.99112,3.28,0.53,11.8,47.2,0.38,711.0195735,4,1
9.2,0.14,0.37,1.1,0.034,36,84,0.99136,3.05,0.55,11.6,49.5,0.37,260.0790866,4,1
7.4,0.2,0.37,1.2,0.028,28,89,0.99132,3.14,0.61,11.8,48.6,0.37,1325.598623,4,1
6.1,0.15,0.35,15.8,0.042,55,158,0.99642,3.24,0.37,10.6,47.6,0.35,324.105879,4,0
7.6,0.23,0.4,5.2,0.066,14,91,0.99488,3.17,0.8,9.7,48.3,0.4,11848.5188,4,0
8.1,0.33,0.22,5.2,0.047,24,151,0.99527,3.22,0.47,10.3,47.8,0.22,14025.30792,4,0
7.15,0.17,0.24,9.6,0.119,56,178,0.99578,3.15,0.44,10.2,48.5,0.24,4585.812838,4,1
6.7,0.12,0.3,5.2,0.048,38,113,0.99352,3.33,0.44,10.1,46.7,0.3,9218.797821,4,1
5.7,0.18,0.36,1.2,0.046,9,71,0.99199,3.7,0.68,10.9,43,0.36,3530.435401,4,1
5.8,0.15,0.28,0.8,0.037,43,127,0.99198,3.24,0.51,9.3,47.6,0.28,4940.482101,4,0
6.6,0.23,0.29,14.45,0.057,29,144,0.99756,3.33,0.54,10.2,46.7,0.29,11007.27678,4,1
7.15,0.17,0.24,9.6,0.119,56,178,0.99578,3.15,0.44,10.2,48.5,0.24,6905.706612,4,1
7,0.34,0.39,6.9,0.066,43,162,0.99561,3.11,0.53,9.5,48.9,0.39,7550.311849,4,0
6.4,0.68,0.26,3.4,0.069,25,146,0.99347,3.18,0.4,9.3,48.2,0.26,8671.257485,4,0
7.3,0.22,0.31,2.3,0.018,45,80,0.98936,3.06,0.34,12.9,49.4,0.31,2901.85376,4,1
6.4,0.28,0.27,11,0.042,45,148,0.99786,3.14,0.46,8.7,48.6,0.27,2744.915587,4,0
6.9,0.4,0.22,5.95,0.081,76,303,0.99705,3.4,0.57,9.4,46,0.22,13025.52045,4,0
6.8,0.19,0.23,5.1,0.034,71,204,0.9942,3.23,0.69,10.1,47.7,0.23,267.7195942,4,0
7.1,0.23,0.24,5.4,0.039,60,196,0.9948,3.19,0.78,10,48.1,0.24,11666.46647,4,0
6.45,0.14,0.42,1.2,0.05,51,129,0.99116,3.27,0.69,11.1,47.3,0.42,3687.375676,4,1
6.5,0.15,0.44,12.6,0.052,65,158,0.99688,3.26,0.7,10.3,47.4,0.44,14097.93996,4,1
7.1,0.15,0.34,1,0.033,27,73,0.98974,3.24,0.41,12.2,47.6,0.34,3027.296398,4,1
6.7,0.33,0.34,6.6,0.067,35,156,0.99542,3.11,0.48,9.3,48.9,0.34,1507.425066,4,1
7.2,0.3,0.26,1.5,0.041,46,178,0.99154,3.19,0.56,11.3,48.1,0.26,1171.873348,4,1
7,0.23,0.33,1,0.043,46,110,0.99118,3.04,0.65,10.8,49.6,0.33,9415.477779,4,1
8,0.13,0.25,1.1,0.033,15,86,0.99044,2.98,0.39,11.2,50.2,0.25,3318.930583,4,1
6.2,0.21,0.34,6.6,0.03,36,91,0.9914,3.32,0.45,12.5,46.8,0.34,4924.774975,4,1
8.3,0.4,0.41,8.2,0.05,15,122,0.9979,3.39,0.49,9.3,46.1,0.41,8475.981389,4,0
5.9,0.34,0.31,2,0.03,38,142,0.98892,3.4,0.41,12.9,46,0.31,1476.567476,4,1
6.6,0.12,0.25,1.4,0.039,21,131,0.99114,3.2,0.45,11.2,48,0.25,10225.78438,4,1
9.6,0.655,0.21,2,0.039,21,120,0.99188,3,1,12.6,50,0.21,9579.316444,4,1
6.8,0.26,0.4,7.5,0.046,45,179,0.99583,3.2,0.49,9.3,48,0.4,7883.630739,4,0
5.9,0.34,0.31,2,0.03,38,142,0.98892,3.4,0.41,12.9,46,0.31,2274.249366,4,1
5.9,0.3,0.3,2,0.03,38,142,0.98892,3.41,0.41,12.9,45.9,0.3,13585.42046,4,1
7,0.15,0.3,13.3,0.049,46,120,0.99704,3.2,0.36,9.5,48,0.3,4441.310939,4,1
7.9,0.37,0.31,2.85,0.037,5,24,0.9911,3.19,0.36,11.9,48.1,0.31,3550.501939,4,1
7.2,0.35,0.25,5.6,0.032,23,120,0.99334,2.93,0.66,10.3,50.7,0.25,8624.695841,4,1
7.2,0.32,0.24,5.6,0.033,23,120,0.99334,2.92,0.66,10.3,50.8,0.24,1071.844096,4,1
7.6,0.1,0.33,1,0.031,33,93,0.99094,3.06,0.68,11.2,49.4,0.33,7490.008562,4,1
6.2,0.25,0.31,3.2,0.03,32,150,0.99014,3.18,0.31,12,48.2,0.31,2310.732952,4,1
7.1,0.31,0.17,1,0.042,21,144,0.99304,3.13,0.4,9.6,48.7,0.17,1107.029227,4,0
7.6,0.18,0.28,7.1,0.041,29,110,0.99652,3.2,0.42,9.2,48,0.28,4372.95743,4,1
8,0.17,0.29,2.4,0.029,52,119,0.98944,3.03,0.33,12.9,49.7,0.29,7697.003986,4,1
7.2,0.19,0.27,11.2,0.061,46,149,0.99772,2.99,0.59,9.3,50.1,0.27,10874.49933,4,1
7.6,0.32,0.25,9.5,0.03,15,136,0.99367,3.1,0.44,12.1,49,0.25,4677.02412,4,1
7.1,0.31,0.17,1,0.042,21,144,0.99304,3.13,0.4,9.6,48.7,0.17,1269.920672,4,0
6.6,0.21,0.29,1.8,0.026,35,128,0.99183,3.37,0.48,11.2,46.3,0.29,5584.027554,4,1
7,0.16,0.36,2.6,0.029,28,98,0.99126,3.11,0.37,11.2,48.9,0.36,8915.82542,4,1
8,0.17,0.29,2.4,0.029,52,119,0.98944,3.03,0.33,12.9,49.7,0.29,6746.778634,4,1
6.6,0.24,0.38,8,0.042,56,187,0.99577,3.21,0.46,9.2,47.9,0.38,4521.584093,4,0
7.2,0.19,0.27,11.2,0.061,46,149,0.99772,2.99,0.59,9.3,50.1,0.27,9297.174427,4,1
7.6,0.18,0.28,7.1,0.041,29,110,0.99652,3.2,0.42,9.2,48,0.28,8443.541431,4,1
6.9,0.3,0.25,3.3,0.041,26,124,0.99428,3.18,0.5,9.3,48.2,0.25,4845.677718,4,1
6.2,0.28,0.27,10.3,0.03,26,108,0.99388,3.2,0.36,10.7,48,0.27,4897.589891,4,1
6.9,0.31,0.32,1.2,0.024,20,166,0.99208,3.05,0.54,9.8,49.5,0.32,1884.658062,4,1
6.7,0.23,0.25,1.6,0.036,28,143,0.99256,3.3,0.54,10.3,47,0.25,5585.601324,4,1
6.2,0.28,0.27,10.3,0.03,26,108,0.99388,3.2,0.36,10.7,48,0.27,894.9718835,4,1
5.7,0.23,0.28,9.65,0.025,26,121,0.9925,3.28,0.38,11.3,47.2,0.28,4487.9197,4,1
6.5,0.22,0.5,16.4,0.048,36,182,0.99904,3.02,0.49,8.8,49.8,0.5,304.0708894,4,1
7,0.18,0.37,1.5,0.043,16,104,0.99216,3.18,0.5,10.8,48.2,0.37,11498.04173,4,0
6.9,0.31,0.32,1.2,0.024,20,166,0.99208,3.05,0.54,9.8,49.5,0.32,7639.02395,4,1
6.9,0.3,0.25,3.3,0.041,26,124,0.99428,3.18,0.5,9.3,48.2,0.25,2544.594498,4,1
6.5,0.46,0.31,5,0.027,15,72,0.99165,3.26,0.6,11.5,47.4,0.31,2617.735138,4,1
6.5,0.23,0.36,16.3,0.038,43,133,0.99924,3.26,0.41,8.8,47.4,0.36,4534.650793,4,0
6.5,0.23,0.36,16.3,0.038,43,133,0.99924,3.26,0.41,8.8,47.4,0.36,4880.784532,4,0
6.5,0.23,0.36,16.3,0.038,43,133,0.99924,3.26,0.41,8.8,47.4,0.36,9582.917066,4,0
6.6,0.26,0.38,6.5,0.17,68,201,0.9956,3.19,0.38,9.4,48.1,0.38,6861.09506,4,1
6.7,0.26,0.39,6.4,0.171,64,200,0.99562,3.19,0.38,9.4,48.1,0.39,1081.987111,4,1
7.5,0.28,0.39,10.2,0.045,59,209,0.9972,3.16,0.63,9.6,48.4,0.39,13867.28683,4,1
6.5,0.23,0.36,16.3,0.038,43,133,0.99924,3.26,0.41,8.8,47.4,0.36,6285.066308,4,0
6.8,0.23,0.42,7.4,0.044,56,189,0.9958,3.22,0.48,9.3,47.8,0.42,3189.231985,4,1
7.8,0.25,0.34,13.7,0.044,66,184,0.99976,3.22,0.75,8.9,47.8,0.34,12576.68187,4,0
7.8,0.25,0.34,13.7,0.044,66,184,0.99976,3.22,0.75,8.9,47.8,0.34,12462.9448,4,0
5.6,0.2,0.22,1.3,0.049,25,155,0.99296,3.74,0.43,10,42.6,0.22,11908.04644,4,0
6.4,0.21,0.44,7.4,0.045,47,182,0.9957,3.24,0.46,9.1,47.6,0.44,120.431028,4,0
6.8,0.23,0.42,7.4,0.044,56,189,0.9958,3.22,0.48,9.3,47.8,0.42,1178.017676,4,1
6.8,0.24,0.37,7.45,0.043,59,188,0.99579,3.2,0.5,9.4,48,0.37,1634.191458,4,1
7.8,0.25,0.28,7.2,0.04,46,179,0.99541,3.14,0.6,10.1,48.6,0.28,2400.91095,4,1
7.8,0.25,0.34,13.7,0.044,66,184,0.99976,3.22,0.75,8.9,47.8,0.34,11003.36307,4,0
6.8,0.16,0.29,10.4,0.046,59,143,0.99518,3.2,0.4,10.8,48,0.29,1368.579512,4,1
5.2,0.28,0.29,1.1,0.028,18,69,0.99168,3.24,0.54,10,47.6,0.29,10248.46911,4,1
7.5,0.18,0.31,6.5,0.029,53,160,0.99276,3.03,0.38,10.9,49.7,0.31,1282.871284,4,1
7.5,0.26,0.3,4.6,0.027,29,92,0.99085,3.15,0.38,12,48.5,0.3,8235.802109,4,1
8.2,0.37,0.64,13.9,0.043,22,171,0.99873,2.99,0.8,9.3,50.1,0.64,9399.33211,4,0
7.6,0.4,0.27,5.2,0.03,32,101,0.99172,3.22,0.62,12.3,47.8,0.27,5263.844189,4,1
7.5,0.26,0.25,1.7,0.038,29,129,0.99312,3.45,0.56,10.4,45.5,0.25,6524.320228,4,1
7.5,0.18,0.31,6.5,0.029,53,160,0.99276,3.03,0.38,10.9,49.7,0.31,257.919714,4,1
6.9,0.23,0.32,16.4,0.045,62,153,0.9972,3.22,0.42,10.5,47.8,0.32,6982.774176,4,0
5.3,0.2,0.31,3.6,0.036,22,91,0.99278,3.41,0.5,9.8,45.9,0.31,3052.49636,4,1
6.5,0.17,0.31,1.5,0.041,34,121,0.99092,3.06,0.46,10.5,49.4,0.31,4206.98935,4,1
6.5,0.35,0.28,12.4,0.051,86,213,0.9962,3.16,0.51,9.9,48.4,0.28,14932.06693,4,1
6.5,0.29,0.31,1.7,0.035,24,79,0.99053,3.27,0.69,11.4,47.3,0.31,14968.88604,4,1
6.8,0.3,0.22,6.2,0.06,41,190,0.99858,3.18,0.51,9.2,48.2,0.22,14862.07824,4,0
7.9,0.51,0.36,6.2,0.051,30,173,0.9984,3.09,0.53,9.7,49.1,0.36,9617.381202,4,0
7.9,0.51,0.34,2.6,0.049,13,135,0.99335,3.09,0.51,10,49.1,0.34,7603.561097,4,0
6.5,0.29,0.31,1.7,0.035,24,79,0.99053,3.27,0.69,11.4,47.3,0.31,1913.384119,4,1
7.1,0.29,0.28,9.3,0.048,50,141,0.9949,3.13,0.49,10.3,48.7,0.28,10273.44506,4,1
6.5,0.35,0.28,12.4,0.051,86,213,0.9962,3.16,0.51,9.9,48.4,0.28,8649.303105,4,1
6.5,0.17,0.31,1.5,0.041,34,121,0.99092,3.06,0.46,10.5,49.4,0.31,12913.38159,4,1
7.4,0.2,0.28,9.1,0.047,29,95,0.99532,3.16,0.47,9.8,48.4,0.28,11466.34929,4,1
6.9,0.615,0.42,12,0.067,24,131,0.99727,3.19,0.34,9.3,48.1,0.42,1961.473927,4,0
6.8,0.32,0.28,4.8,0.034,25,100,0.99026,3.08,0.47,12.4,49.2,0.28,11956.75268,4,1
6.3,0.2,0.19,12.3,0.048,54,145,0.99668,3.16,0.42,9.3,48.4,0.19,11303.77307,4,1
6.9,0.615,0.42,12,0.067,24,131,0.99727,3.19,0.34,9.3,48.1,0.42,11371.60844,4,0
8,0.23,0.28,2.7,0.048,49,165,0.9952,3.26,0.72,9.5,47.4,0.28,3107.706754,4,1
6.7,0.27,0.33,3.6,0.034,9,45,0.99144,3.08,0.4,10.5,49.2,0.33,11207.59218,4,1
6.7,0.27,0.33,3.6,0.034,9,45,0.99144,3.08,0.4,10.5,49.2,0.33,14121.63975,4,1
6.7,0.44,0.22,4.3,0.032,19,99,0.99015,3.26,0.53,12.8,47.4,0.22,5573.295977,4,1
7,0.34,0.3,1.8,0.045,44,142,0.9914,2.99,0.45,10.8,50.1,0.3,5449.279411,4,1
7.3,0.26,0.33,11.8,0.057,48,127,0.99693,3.1,0.55,10,49,0.33,1041.373436,4,1
5.8,0.17,0.34,1.8,0.045,96,170,0.99035,3.38,0.9,11.8,46.2,0.34,5282.220882,4,1
7.3,0.26,0.33,11.8,0.057,48,127,0.99693,3.1,0.55,10,49,0.33,4475.82978,4,1
5.8,0.17,0.34,1.8,0.045,96,170,0.99035,3.38,0.9,11.8,46.2,0.34,11178.09644,4,1
6.8,0.17,0.36,1.4,0.036,38,108,0.99006,3.19,0.66,12,48.1,0.36,6931.353179,4,1
7.1,0.43,0.3,6.6,0.025,15,138,0.99126,3.18,0.46,12.6,48.2,0.3,2606.912442,4,1
5.8,0.315,0.27,1.55,0.026,15,70,0.98994,3.37,0.4,11.9,46.3,0.27,11797.09123,4,1
5.9,0.17,0.28,0.7,0.027,5,28,0.98985,3.13,0.32,10.6,48.7,0.28,5727.449435,4,0
6.6,0.34,0.18,6.4,0.082,47,240,0.9971,3.42,0.48,9.2,45.8,0.18,3091.177375,4,0
8.6,0.33,0.34,11.8,0.059,42,240,0.99882,3.17,0.52,10,48.3,0.34,8194.207675,4,1
5.6,0.12,0.26,4.3,0.038,18,97,0.99477,3.36,0.46,9.2,46.4,0.26,9691.901925,4,0
5.8,0.13,0.26,5.1,0.039,19,103,0.99478,3.36,0.47,9.3,46.4,0.26,900.280775,4,1
7.7,0.18,0.35,5.8,0.055,25,144,0.99576,3.24,0.54,10.2,47.6,0.35,850.8790417,4,1
7.7,0.16,0.36,5.9,0.054,25,148,0.99578,3.25,0.54,10.2,47.5,0.36,14521.60813,4,1
6,0.26,0.15,1.3,0.06,51,154,0.99354,3.14,0.51,8.7,48.6,0.15,11903.9464,4,0
7.3,0.32,0.35,1.4,0.05,8,163,0.99244,3.24,0.42,10.7,47.6,0.35,8804.015903,4,0
7.7,0.3,0.34,1.2,0.048,4,119,0.99084,3.18,0.34,12.1,48.2,0.34,11554.77856,4,1
7.9,0.16,0.3,7.4,0.05,58,152,0.99612,3.12,0.37,9.5,48.8,0.3,6408.962734,4,1
6.4,0.27,0.29,10.8,0.028,17,118,0.99356,3.18,0.37,11.2,48.2,0.29,7629.090421,4,1
6.9,0.16,0.37,1.8,0.034,36,95,0.98952,2.93,0.59,12,50.7,0.37,1661.401611,4,1
7.9,0.16,0.3,7.4,0.05,58,152,0.99612,3.12,0.37,9.5,48.8,0.3,4005.5431,4,1
7.7,0.3,0.34,1.2,0.048,4,119,0.99084,3.18,0.34,12.1,48.2,0.34,8500.067692,4,1
7.3,0.32,0.35,1.4,0.05,8,163,0.99244,3.24,0.42,10.7,47.6,0.35,11541.60936,4,0
6.4,0.44,0.44,14.4,0.048,29,228,0.99955,3.26,0.54,8.8,47.4,0.44,765.0150283,4,1
6.3,0.2,0.24,1.7,0.052,36,135,0.99374,3.8,0.66,10.8,42,0.24,4794.097851,4,1
6.2,0.29,0.32,3.6,0.026,39,138,0.9892,3.31,0.37,13.1,46.9,0.32,13539.47458,4,1
7.6,0.39,0.32,3.6,0.035,22,93,0.99144,3.08,0.6,12.5,49.2,0.32,13047.13098,4,1
7,0.36,0.32,10.05,0.045,37,131,0.99352,3.09,0.33,11.7,49.1,0.32,14635.10842,4,1
7,0.36,0.32,10.05,0.045,37,131,0.99352,3.09,0.33,11.7,49.1,0.32,10514.26052,4,1
7,0.36,0.32,10.5,0.045,35,135,0.9935,3.09,0.33,11.6,49.1,0.32,3435.316272,4,1
7.6,0.2,0.36,1.9,0.043,24,111,0.99237,3.29,0.54,11.3,47.1,0.36,282.1626283,4,1
7.6,0.39,0.32,3.6,0.035,22,93,0.99144,3.08,0.6,12.5,49.2,0.32,6826.187523,4,1
6.7,0.2,0.37,1.65,0.025,42,103,0.99022,3.11,0.45,11.4,48.9,0.37,13863.89884,4,0
6.2,0.235,0.34,1.9,0.036,4,117,0.99032,3.4,0.44,12.2,46,0.34,12906.59011,4,0
7.8,0.965,0.6,65.8,0.074,8,160,1.03898,3.39,0.69,11.7,46.1,0.6,11679.87987,4,1
7.1,0.2,0.31,6.85,0.053,32,211,0.99587,3.31,0.59,10.4,46.9,0.31,7807.229956,4,1
7.1,0.2,0.31,7.4,0.053,32,211,0.99587,3.31,0.59,10.4,46.9,0.31,981.0916777,4,1
7.1,0.2,0.31,7.4,0.053,32,211,0.99587,3.31,0.59,10.4,46.9,0.31,4414.688487,4,1
6.4,0.24,0.25,20.2,0.083,35,157,0.99976,3.17,0.5,9.1,48.3,0.25,65.39107033,4,0
8,0.3,0.36,11,0.034,8,70,0.99354,3.05,0.41,12.2,49.5,0.36,12913.6697,4,1
6.4,0.24,0.25,20.2,0.083,35,157,0.99976,3.17,0.5,9.1,48.3,0.25,10054.20273,4,0
6.9,0.4,0.42,6.2,0.066,41,176,0.99552,3.12,0.54,9.4,48.8,0.42,3074.098148,4,0
6.9,0.4,0.43,6.2,0.065,42,178,0.99552,3.11,0.53,9.4,48.9,0.43,6231.021787,4,0
7.1,0.2,0.31,6.85,0.053,32,211,0.99587,3.31,0.59,10.4,46.9,0.31,4536.291394,4,1
6.6,0.25,0.51,8,0.047,61,189,0.99604,3.22,0.49,9.2,47.8,0.51,6278.959465,4,0
6.8,0.26,0.44,8.2,0.046,52,183,0.99584,3.2,0.51,9.4,48,0.44,6326.049173,4,0
6.5,0.37,0.3,2.2,0.033,39,107,0.98894,3.22,0.53,13.5,47.8,0.3,773.1950468,4,1
6.8,0.35,0.53,10.1,0.053,37,151,0.9963,3.07,0.4,9.4,49.3,0.53,6472.894801,4,0
6.4,0.22,0.32,7.2,0.028,15,83,0.993,3.13,0.55,10.9,48.7,0.32,613.5508869,4,1
6.5,0.37,0.3,2.2,0.033,39,107,0.98894,3.22,0.53,13.5,47.8,0.3,10341.51367,4,1
6.8,0.35,0.53,10.1,0.053,37,151,0.9963,3.07,0.4,9.4,49.3,0.53,9647.303518,4,0
6.9,0.31,0.32,1.6,0.036,34,114,0.99068,3.19,0.45,11.4,48.1,0.32,6723.10463,4,1
6.7,0.16,0.37,1.3,0.036,45,125,0.98964,3.19,0.51,12.4,48.1,0.37,14504.44936,4,1
6.6,0.25,0.51,8,0.047,61,189,0.99604,3.22,0.49,9.2,47.8,0.51,8396.323123,4,0
6.8,0.26,0.44,8.2,0.046,52,183,0.99584,3.2,0.51,9.4,48,0.44,5415.514869,4,0
5.6,0.15,0.31,5.3,0.038,8,79,0.9923,3.3,0.39,10.5,47,0.31,6954.924676,4,1
5.5,0.15,0.32,14,0.031,16,99,0.99437,3.26,0.38,11.5,47.4,0.32,4821.081154,4,1
6.4,0.22,0.32,7.2,0.028,15,83,0.993,3.13,0.55,10.9,48.7,0.32,10831.2856,4,1
7.3,0.2,0.26,1.6,0.04,36,123,0.99238,3.34,0.44,10.8,46.6,0.26,7524.763842,4,1
7.5,0.17,0.71,11.8,0.038,52,148,0.99801,3.03,0.46,8.9,49.7,0.71,7413.644055,4,0
7.5,0.18,0.72,9.6,0.039,53,151,0.99802,3.03,0.46,8.9,49.7,0.72,2646.655876,4,0
7,0.27,0.48,6.1,0.042,60,184,0.99566,3.2,0.5,9.4,48,0.48,6674.058639,4,1
5.8,0.32,0.31,2.7,0.049,25,153,0.99067,3.44,0.73,12.2,45.6,0.31,6158.232588,4,1
7.8,0.26,0.31,3.6,0.025,22,100,0.99066,2.99,0.47,12.1,50.1,0.31,5179.428222,4,1
7.4,0.3,0.32,1.7,0.03,23,128,0.9929,3.17,0.66,10.9,48.3,0.32,6325.391335,4,0
6.7,0.16,0.34,1.6,0.026,27,109,0.9934,3.34,0.58,10.1,46.6,0.34,8557.142889,4,1
5.8,0.32,0.31,2.7,0.049,25,153,0.99067,3.44,0.73,12.2,45.6,0.31,5253.428505,4,1
6.7,0.19,0.39,1,0.032,14,71,0.98912,3.31,0.38,13,46.9,0.39,6409.434215,4,1
6.6,0.36,0.24,0.9,0.038,15,72,0.99066,3.23,0.39,11,47.7,0.24,3263.053147,4,0
7.2,0.17,0.41,1.6,0.052,24,126,0.99228,3.19,0.49,10.8,48.1,0.41,10217.73753,4,0
6.7,0.19,0.39,1,0.032,14,71,0.98912,3.31,0.38,13,46.9,0.39,1173.525943,4,1
6,0.11,0.47,10.6,0.052,69,148,0.9958,2.91,0.34,9.3,50.9,0.47,4523.527,4,0
6,0.21,0.34,2,0.042,63,123,0.99052,3.44,0.42,11.4,45.6,0.34,11418.15492,4,1
6.7,0.325,0.82,1.2,0.152,49,120,0.99312,2.99,0.38,9.2,50.1,0.82,9610.302109,4,0
6.6,0.4,0.46,6.2,0.056,42,241,0.9968,3.5,0.6,9.9,45,0.46,9255.937384,4,0
6.5,0.2,0.24,9.2,0.044,25,150,0.99502,3.22,0.44,10.5,47.8,0.24,6209.658523,4,0
7.6,0.27,0.34,5,0.04,18,56,0.99084,3.06,0.48,12.4,49.4,0.34,205.3487632,4,1
7.2,0.26,0.4,6.3,0.047,52,172,0.99573,3.18,0.53,9.5,48.2,0.4,10501.55671,4,1
6.3,0.25,0.22,3.3,0.048,41,161,0.99256,3.16,0.5,10.5,48.4,0.22,1043.137517,4,1
6.5,0.22,0.45,8,0.053,52,196,0.9959,3.23,0.48,9.1,47.7,0.45,635.7267166,4,1
6.4,0.14,0.31,1.2,0.034,53,138,0.99084,3.38,0.35,11.5,46.2,0.31,1660.458644,4,1
6.4,0.14,0.31,1.2,0.034,53,138,0.99084,3.38,0.35,11.5,46.2,0.31,11350.24832,4,1
7.1,0.26,0.32,16.2,0.044,31,170,0.99644,3.17,0.37,11.2,48.3,0.32,5425.572691,4,0
6.6,0.22,0.34,11.6,0.05,59,140,0.99526,3.22,0.4,10.8,47.8,0.34,14359.21526,4,0
6.6,0.45,0.43,7.2,0.064,31,186,0.9954,3.12,0.44,9.4,48.8,0.43,6188.297696,4,0
6.6,0.17,0.3,1.1,0.031,13,73,0.99095,3.17,0.58,11,48.3,0.3,2300.393502,4,1
7.2,0.44,0.28,3.4,0.048,22,112,0.99188,3.21,0.37,11.3,47.9,0.28,7195.030228,4,1
6.2,0.15,0.27,1.4,0.041,51,117,0.9909,3.28,0.38,11.2,47.2,0.27,10124.15275,4,1
6.3,0.25,0.22,3.3,0.048,41,161,0.99256,3.16,0.5,10.5,48.4,0.22,8029.832204,4,1
6.5,0.22,0.45,8,0.053,52,196,0.9959,3.23,0.48,9.1,47.7,0.45,9236.817339,4,1
